Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
672,-0.2865,11.077,0.12352,7.711,8.404,8.846,9.092,9.488,9.768,10.202,11.077,12.052,12.62,13.025,13.656,14.087,14.95,16.595
673,-0.2866,11.0838,0.12352,7.716,8.409,8.851,9.098,9.494,9.774,10.208,11.084,12.059,12.628,13.033,13.665,14.096,14.96,16.605
674,-0.2868,11.0906,0.12353,7.72,8.414,8.857,9.103,9.5,9.78,10.214,11.091,12.066,12.636,13.041,13.673,14.105,14.969,16.616
675,-0.2869,11.0975,0.12353,7.725,8.42,8.862,9.109,9.506,9.786,10.22,11.098,12.074,12.644,13.049,13.682,14.114,14.979,16.627
676,-0.2871,11.1043,0.12354,7.73,8.425,8.868,9.114,9.512,9.792,10.227,11.104,12.081,12.652,13.058,13.691,14.123,14.988,16.638
677,-0.2872,11.1111,0.12355,7.734,8.43,8.873,9.12,9.517,9.798,10.233,11.111,12.089,12.66,13.066,13.699,14.132,14.998,16.649
678,-0.2874,11.118,0.12355,7.739,8.435,8.878,9.125,9.523,9.804,10.239,11.118,12.096,12.667,13.074,13.708,14.141,15.008,16.66
679,-0.2875,11.1248,0.12356,7.744,8.44,8.884,9.131,9.529,9.81,10.245,11.125,12.104,12.675,13.082,13.716,14.15,15.017,16.67
680,-0.2876,11.1316,0.12356,7.749,8.445,8.889,9.136,9.535,9.816,10.252,11.132,12.111,12.683,13.09,13.725,14.158,15.026,16.681
681,-0.2878,11.1384,0.12357,7.753,8.45,8.894,9.142,9.54,9.822,10.258,11.138,12.119,12.691,13.098,13.734,14.167,15.036,16.692
682,-0.2879,11.1453,0.12358,7.758,8.455,8.9,9.147,9.546,9.828,10.264,11.145,12.126,12.699,13.107,13.742,14.177,15.046,16.703
683,-0.2881,11.1521,0.12358,7.763,8.461,8.905,9.153,9.552,9.834,10.27,11.152,12.134,12.707,13.115,13.751,14.185,15.055,16.713
684,-0.2882,11.1589,0.12359,7.767,8.466,8.911,9.158,9.558,9.84,10.277,11.159,12.141,12.715,13.123,13.759,14.194,15.065,16.724
685,-0.2883,11.1658,0.12359,7.772,8.471,8.916,9.164,9.564,9.846,10.283,11.166,12.149,12.723,13.131,13.768,14.203,15.074,16.735
686,-0.2885,11.1726,0.1236,7.777,8.476,8.921,9.17,9.569,9.852,10.289,11.173,12.156,12.73,13.139,13.777,14.212,15.084,16.746
687,-0.2886,11.1795,0.12361,7.781,8.481,8.927,9.175,9.575,9.858,10.295,11.18,12.164,12.738,13.147,13.785,14.221,15.094,16.757
688,-0.2887,11.1863,0.12361,7.786,8.486,8.932,9.181,9.581,9.864,10.302,11.186,12.171,12.746,13.155,13.794,14.23,15.103,16.767
689,-0.2889,11.1931,0.12362,7.791,8.491,8.938,9.186,9.587,9.87,10.308,11.193,12.179,12.754,13.164,13.803,14.239,15.113,16.778
690,-0.289,11.2,0.12362,7.796,8.497,8.943,9.192,9.593,9.876,10.314,11.2,12.186,12.762,13.172,13.811,14.248,15.122,16.789
691,-0.2891,11.2068,0.12363,7.8,8.502,8.948,9.197,9.598,9.882,10.32,11.207,12.194,12.77,13.18,13.82,14.257,15.132,16.8
692,-0.2893,11.2137,0.12364,7.805,8.507,8.954,9.203,9.604,9.888,10.327,11.214,12.201,12.778,13.188,13.829,14.266,15.142,16.811
693,-0.2894,11.2205,0.12364,7.81,8.512,8.959,9.209,9.61,9.894,10.333,11.221,12.209,12.786,13.196,13.837,14.275,15.151,16.821
694,-0.2895,11.2273,0.12365,7.814,8.517,8.965,9.214,9.616,9.9,10.339,11.227,12.216,12.794,13.205,13.846,14.284,15.16,16.832
695,-0.2897,11.2342,0.12366,7.819,8.522,8.97,9.22,9.622,9.906,10.345,11.234,12.224,12.802,13.213,13.854,14.293,15.17,16.843
696,-0.2898,11.241,0.12366,7.824,8.527,8.975,9.225,9.627,9.912,10.352,11.241,12.231,12.809,13.221,13.863,14.301,15.18,16.854
697,-0.2899,11.2479,0.12367,7.828,8.532,8.981,9.231,9.633,9.918,10.358,11.248,12.239,12.817,13.229,13.872,14.31,15.189,16.865
698,-0.2901,11.2547,0.12367,7.833,8.537,8.986,9.236,9.639,9.924,10.364,11.255,12.246,12.825,13.237,13.88,14.319,15.199,16.875
699,-0.2902,11.2616,0.12368,7.838,8.543,8.992,9.242,9.645,9.93,10.371,11.262,12.254,12.833,13.246,13.889,14.328,15.208,16.886
700,-0.2903,11.2684,0.12369,7.842,8.548,8.997,9.247,9.651,9.936,10.377,11.268,12.261,12.841,13.254,13.898,14.337,15.218,16.897
701,-0.2905,11.2753,0.12369,7.847,8.553,9.003,9.253,9.657,9.942,10.383,11.275,12.269,12.849,13.262,13.906,14.346,15.227,16.908
702,-0.2906,11.2821,0.1237,7.852,8.558,9.008,9.258,9.662,9.948,10.389,11.282,12.276,12.857,13.27,13.915,14.355,15.237,16.919
703,-0.2907,11.2889,0.12371,7.856,8.563,9.013,9.264,9.668,9.954,10.396,11.289,12.284,12.865,13.278,13.923,14.364,15.247,16.93
704,-0.2909,11.2958,0.12371,7.861,8.568,9.019,9.27,9.674,9.96,10.402,11.296,12.291,12.873,13.286,13.932,14.373,15.256,16.94
705,-0.291,11.3026,0.12372,7.866,8.573,9.024,9.275,9.68,9.966,10.408,11.303,12.299,12.88,13.295,13.941,14.382,15.266,16.951
706,-0.2911,11.3095,0.12373,7.87,8.578,9.029,9.281,9.685,9.972,10.414,11.31,12.307,12.889,13.303,13.949,14.391,15.276,16.962
707,-0.2912,11.3163,0.12373,7.875,8.583,9.035,9.286,9.691,9.978,10.421,11.316,12.314,12.896,13.311,13.958,14.4,15.285,16.973
708,-0.2914,11.3232,0.12374,7.88,8.589,9.04,9.292,9.697,9.984,10.427,11.323,12.322,12.904,13.319,13.967,14.409,15.295,16.984
709,-0.2915,11.33,0.12375,7.884,8.594,9.045,9.297,9.703,9.99,10.433,11.33,12.329,12.912,13.327,13.975,14.418,15.304,16.995
710,-0.2916,11.3369,0.12375,7.889,8.599,9.051,9.303,9.709,9.996,10.439,11.337,12.337,12.92,13.336,13.984,14.427,15.314,17.005
711,-0.2917,11.3438,0.12376,7.894,8.604,9.056,9.308,9.715,10.002,10.446,11.344,12.344,12.928,13.344,13.993,14.436,15.324,17.017
712,-0.2919,11.3506,0.12377,7.899,8.609,9.062,9.314,9.72,10.007,10.452,11.351,12.352,12.936,13.352,14.001,14.445,15.333,17.028
713,-0.292,11.3575,0.12377,7.903,8.614,9.067,9.32,9.726,10.014,10.458,11.358,12.359,12.944,13.36,14.01,14.454,15.343,17.038
714,-0.2921,11.3643,0.12378,7.908,8.619,9.072,9.325,9.732,10.019,10.465,11.364,12.367,12.952,13.368,14.019,14.463,15.352,17.049
715,-0.2922,11.3712,0.12379,7.913,8.624,9.078,9.331,9.738,10.025,10.471,11.371,12.374,12.96,13.377,14.027,14.472,15.362,17.06
716,-0.2924,11.378,0.12379,7.917,8.63,9.083,9.336,9.744,10.031,10.477,11.378,12.382,12.968,13.385,14.036,14.481,15.371,17.071
717,-0.2925,11.3849,0.1238,7.922,8.635,9.089,9.342,9.749,10.037,10.483,11.385,12.389,12.976,13.393,14.045,14.49,15.381,17.082
718,-0.2926,11.3917,0.12381,7.927,8.64,9.094,9.347,9.755,10.043,10.49,11.392,12.397,12.983,13.401,14.053,14.499,15.391,17.093
719,-0.2927,11.3986,0.12382,7.931,8.645,9.099,9.353,9.761,10.049,10.496,11.399,12.404,12.991,13.41,14.062,14.508,15.401,17.104
720,-0.2928,11.4055,0.12382,7.936,8.65,9.105,9.358,9.767,10.055,10.502,11.406,12.412,12.999,13.418,14.071,14.517,15.41,17.114
721,-0.293,11.4123,0.12383,7.941,8.655,9.11,9.364,9.773,10.061,10.508,11.412,12.419,13.007,13.426,14.079,14.526,15.42,17.125
722,-0.2931,11.4192,0.12384,7.945,8.66,9.116,9.369,9.778,10.067,10.515,11.419,12.427,13.015,13.434,14.088,14.535,15.43,17.136
723,-0.2932,11.426,0.12384,7.95,8.665,9.121,9.375,9.784,10.073,10.521,11.426,12.434,13.023,13.442,14.097,14.543,15.439,17.147
724,-0.2933,11.4329,0.12385,7.955,8.67,9.126,9.381,9.79,10.079,10.527,11.433,12.442,13.031,13.451,14.105,14.553,15.449,17.158
725,-0.2934,11.4397,0.12386,7.959,8.675,9.132,9.386,9.796,10.085,10.533,11.44,12.449,13.039,13.459,14.114,14.562,15.458,17.169
726,-0.2936,11.4466,0.12387,7.964,8.68,9.137,9.392,9.801,10.091,10.54,11.447,12.457,13.047,13.467,14.123,14.571,15.468,17.18
727,-0.2937,11.4535,0.12387,7.969,8.686,9.143,9.397,9.807,10.097,10.546,11.454,12.465,13.055,13.475,14.131,14.58,15.478,17.191
728,-0.2938,11.4603,0.12388,7.973,8.691,9.148,9.403,9.813,10.103,10.552,11.46,12.472,13.063,13.484,14.14,14.589,15.487,17.202
729,-0.2939,11.4672,0.12389,7.978,8.696,9.153,9.408,9.819,10.109,10.559,11.467,12.48,13.071,13.492,14.149,14.598,15.497,17.213
730,-0.294,11.4741,0.12389,7.983,8.701,9.159,9.414,9.825,10.115,10.565,11.474,12.487,13.079,13.5,14.157,14.607,15.506,17.223
731,-0.2942,11.4809,0.1239,7.987,8.706,9.164,9.419,9.831,10.121,10.571,11.481,12.495,13.087,13.508,14.166,14.616,15.516,17.234
732,-0.2943,11.4878,0.12391,7.992,8.711,9.169,9.425,9.836,10.127,10.577,11.488,12.502,13.095,13.517,14.175,14.625,15.526,17.245
733,-0.2944,11.4946,0.12392,7.997,8.716,9.175,9.43,9.842,10.133,10.584,11.495,12.51,13.103,13.525,14.184,14.634,15.536,17.256
734,-0.2945,11.5015,0.12392,8.002,8.721,9.18,9.436,9.848,10.139,10.59,11.502,12.517,13.11,13.533,14.192,14.643,15.545,17.267
735,-0.2946,11.5084,0.12393,8.006,8.727,9.186,9.442,9.854,10.145,10.596,11.508,12.525,13.118,13.541,14.201,14.652,15.555,17.278
736,-0.2947,11.5152,0.12394,8.011,8.732,9.191,9.447,9.86,10.151,10.602,11.515,12.532,13.126,13.549,14.21,14.661,15.564,17.289
737,-0.2948,11.5221,0.12395,8.015,8.737,9.196,9.453,9.865,10.157,10.609,11.522,12.54,13.134,13.558,14.218,14.67,15.574,17.3
738,-0.295,11.529,0.12395,8.02,8.742,9.202,9.458,9.871,10.163,10.615,11.529,12.547,13.142,13.566,14.227,14.679,15.584,17.311
739,-0.2951,11.5358,0.12396,8.025,8.747,9.207,9.464,9.877,10.169,10.621,11.536,12.555,13.15,13.574,14.236,14.688,15.593,17.322
740,-0.2952,11.5427,0.12397,8.029,8.752,9.213,9.469,9.883,10.175,10.628,11.543,12.563,13.158,13.582,14.244,14.697,15.603,17.333
741,-0.2953,11.5496,0.12398,8.034,8.757,9.218,9.475,9.889,10.181,10.634,11.55,12.57,13.166,13.591,14.253,14.706,15.613,17.344
742,-0.2954,11.5564,0.12399,8.039,8.762,9.223,9.48,9.894,10.187,10.64,11.556,12.578,13.174,13.599,14.262,14.715,15.623,17.355
743,-0.2955,11.5633,0.12399,8.043,8.767,9.229,9.486,9.9,10.193,10.646,11.563,12.585,13.182,13.607,14.27,14.724,15.632,17.365
744,-0.2956,11.5702,0.124,8.048,8.772,9.234,9.491,9.906,10.199,10.653,11.57,12.593,13.19,13.615,14.279,14.733,15.642,17.376
745,-0.2957,11.577,0.12401,8.053,8.777,9.239,9.497,9.912,10.205,10.659,11.577,12.6,13.198,13.624,14.288,14.742,15.651,17.387
746,-0.2959,11.5839,0.12402,8.057,8.782,9.245,9.502,9.918,10.211,10.665,11.584,12.608,13.206,13.632,14.297,14.751,15.661,17.399
747,-0.296,11.5907,0.12402,8.062,8.788,9.25,9.508,9.923,10.217,10.671,11.591,12.615,13.214,13.64,14.305,14.76,15.671,17.409
748,-0.2961,11.5976,0.12403,8.067,8.793,9.256,9.513,9.929,10.223,10.678,11.598,12.623,13.222,13.648,14.314,14.769,15.68,17.42
749,-0.2962,11.6045,0.12404,8.071,8.798,9.261,9.519,9.935,10.229,10.684,11.605,12.63,13.23,13.657,14.323,14.778,15.69,17.431
750,-0.2963,11.6113,0.12405,8.076,8.803,9.266,9.524,9.941,10.235,10.69,11.611,12.638,13.238,13.665,14.331,14.787,15.7,17.442
751,-0.2964,11.6182,0.12406,8.081,8.808,9.272,9.53,9.946,10.241,10.696,11.618,12.646,13.246,13.673,14.34,14.796,15.71,17.453
752,-0.2965,11.6251,0.12406,8.085,8.813,9.277,9.536,9.952,10.247,10.703,11.625,12.653,13.253,13.681,14.349,14.805,15.719,17.464
753,-0.2966,11.6319,0.12407,8.09,8.818,9.282,9.541,9.958,10.253,10.709,11.632,12.661,13.261,13.689,14.357,14.814,15.729,17.475
754,-0.2967,11.6388,0.12408,8.095,8.823,9.288,9.547,9.964,10.259,10.715,11.639,12.668,13.269,13.698,14.366,14.823,15.739,17.486
755,-0.2968,11.6456,0.12409,8.099,8.828,9.293,9.552,9.97,10.265,10.722,11.646,12.676,13.277,13.706,14.375,14.832,15.748,17.497
756,-0.2969,11.6525,0.1241,8.104,8.833,9.298,9.558,9.975,10.271,10.728,11.653,12.683,13.285,13.714,14.384,14.841,15.758,17.508
757,-0.297,11.6594,0.1241,8.109,8.839,9.304,9.563,9.981,10.277,10.734,11.659,12.691,13.293,13.722,14.392,14.85,15.767,17.519
758,-0.2972,11.6662,0.12411,8.113,8.844,9.309,9.569,9.987,10.283,10.74,11.666,12.698,13.301,13.731,14.401,14.859,15.777,17.53
759,-0.2973,11.6731,0.12412,8.118,8.849,9.315,9.574,9.993,10.289,10.747,11.673,12.706,13.309,13.739,14.41,14.868,15.787,17.541
760,-0.2974,11.6799,0.12413,8.122,8.854,9.32,9.58,9.999,10.295,10.753,11.68,12.713,13.317,13.747,14.418,14.877,15.797,17.552
761,-0.2975,11.6868,0.12414,8.127,8.859,9.325,9.585,10.004,10.301,10.759,11.687,12.721,13.325,13.756,14.427,14.886,15.806,17.563
762,-0.2976,11.6937,0.12415,8.132,8.864,9.331,9.591,10.01,10.307,10.765,11.694,12.729,13.333,13.764,14.436,14.896,15.816,17.574
763,-0.2977,11.7005,0.12415,8.136,8.869,9.336,9.596,10.016,10.313,10.772,11.701,12.736,13.341,13.772,14.444,14.904,15.826,17.585
764,-0.2978,11.7074,0.12416,8.141,8.874,9.341,9.602,10.022,10.319,10.778,11.707,12.744,13.349,13.78,14.453,14.913,15.835,17.596
765,-0.2979,11.7142,0.12417,8.146,8.879,9.347,9.607,10.027,10.324,10.784,11.714,12.751,13.357,13.788,14.462,14.922,15.845,17.607
766,-0.298,11.7211,0.12418,8.15,8.884,9.352,9.613,10.033,10.33,10.79,11.721,12.759,13.365,13.797,14.471,14.932,15.855,17.618
767,-0.2981,11.7279,0.12419,8.155,8.889,9.357,9.618,10.039,10.336,10.797,11.728,12.766,13.373,13.805,14.479,14.941,15.865,17.629
768,-0.2982,11.7348,0.1242,8.159,8.894,9.363,9.624,10.045,10.342,10.803,11.735,12.774,13.381,13.813,14.488,14.95,15.874,17.64
769,-0.2983,11.7416,0.12421,8.164,8.899,9.368,9.629,10.05,10.348,10.809,11.742,12.781,13.389,13.821,14.497,14.959,15.884,17.651
770,-0.2984,11.7485,0.12421,8.169,8.904,9.374,9.635,10.056,10.354,10.815,11.749,12.789,13.397,13.83,14.505,14.967,15.893,17.661
771,-0.2985,11.7553,0.12422,8.173,8.909,9.379,9.64,10.062,10.36,10.822,11.755,12.796,13.404,13.838,14.514,14.977,15.903,17.672
772,-0.2986,11.7622,0.12423,8.178,8.915,9.384,9.646,10.068,10.366,10.828,11.762,12.804,13.413,13.846,14.523,14.986,15.913,17.684
773,-0.2987,11.769,0.12424,8.183,8.92,9.39,9.651,10.074,10.372,10.834,11.769,12.811,13.42,13.854,14.532,14.995,15.923,17.695
774,-0.2988,11.7759,0.12425,8.187,8.925,9.395,9.657,10.079,10.378,10.84,11.776,12.819,13.428,13.863,14.54,15.004,15.932,17.706
775,-0.2989,11.7827,0.12426,8.192,8.93,9.4,9.662,10.085,10.384,10.847,11.783,12.826,13.436,13.871,14.549,15.013,15.942,17.717
776,-0.299,11.7896,0.12427,8.196,8.935,9.406,9.668,10.091,10.39,10.853,11.79,12.834,13.444,13.879,14.558,15.022,15.952,17.728
777,-0.2991,11.7964,0.12428,8.201,8.94,9.411,9.673,10.097,10.396,10.859,11.796,12.842,13.452,13.887,14.567,15.031,15.962,17.739
778,-0.2992,11.8033,0.12429,8.206,8.945,9.416,9.679,10.102,10.402,10.865,11.803,12.849,13.46,13.896,14.575,15.04,15.971,17.75
779,-0.2993,11.8101,0.12429,8.21,8.95,9.422,9.685,10.108,10.408,10.872,11.81,12.857,13.468,13.904,14.584,15.049,15.981,17.76
780,-0.2994,11.817,0.1243,8.215,8.955,9.427,9.69,10.114,10.414,10.878,11.817,12.864,13.476,13.912,14.593,15.058,15.99,17.772
781,-0.2995,11.8238,0.12431,8.219,8.96,9.432,9.695,10.12,10.42,10.884,11.824,12.872,13.484,13.92,14.601,15.067,16,17.783
782,-0.2996,11.8307,0.12432,8.224,8.965,9.438,9.701,10.126,10.426,10.89,11.831,12.879,13.492,13.929,14.61,15.076,16.01,17.794
783,-0.2997,11.8375,0.12433,8.229,8.97,9.443,9.706,10.131,10.432,10.897,11.838,12.887,13.5,13.937,14.619,15.085,16.02,17.805
784,-0.2998,11.8443,0.12434,8.233,8.975,9.448,9.712,10.137,10.437,10.903,11.844,12.894,13.508,13.945,14.628,15.094,16.029,17.816
785,-0.2999,11.8512,0.12435,8.238,8.98,9.454,9.717,10.143,10.443,10.909,11.851,12.902,13.516,13.953,14.636,15.103,16.039,17.827
786,-0.3,11.858,0.12436,8.242,8.985,9.459,9.723,10.148,10.449,10.915,11.858,12.909,13.524,13.962,14.645,15.112,16.049,17.838
787,-0.3001,11.8648,0.12437,8.247,8.99,9.464,9.728,10.154,10.455,10.921,11.865,12.917,13.532,13.97,14.654,15.121,16.059,17.849
788,-0.3002,11.8717,0.12438,8.252,8.995,9.469,9.734,10.16,10.461,10.928,11.872,12.925,13.54,13.978,14.663,15.13,16.068,17.86
789,-0.3003,11.8785,0.12439,8.256,9,9.475,9.739,10.166,10.467,10.934,11.879,12.932,13.548,13.986,14.671,15.139,16.078,17.871
790,-0.3004,11.8853,0.1244,8.261,9.005,9.48,9.745,10.171,10.473,10.94,11.885,12.939,13.556,13.995,14.68,15.149,16.088,17.882
791,-0.3005,11.8922,0.12441,8.265,9.01,9.485,9.75,10.177,10.479,10.946,11.892,12.947,13.564,14.003,14.689,15.158,16.098,17.893
792,-0.3006,11.899,0.12441,8.27,9.015,9.491,9.756,10.183,10.485,10.953,11.899,12.955,13.571,14.011,14.697,15.166,16.107,17.904
793,-0.3007,11.9058,0.12442,8.275,9.02,9.496,9.761,10.189,10.491,10.959,11.906,12.962,13.579,14.019,14.706,15.175,16.117,17.915
794,-0.3007,11.9126,0.12443,8.279,9.025,9.501,9.767,10.194,10.497,10.965,11.913,12.97,13.587,14.027,14.715,15.184,16.126,17.925
795,-0.3008,11.9194,0.12444,8.284,9.03,9.507,9.772,10.2,10.503,10.971,11.919,12.977,13.595,14.036,14.723,15.193,16.136,17.936
796,-0.3009,11.9263,0.12445,8.288,9.035,9.512,9.778,10.206,10.509,10.978,11.926,12.985,13.603,14.044,14.732,15.203,16.146,17.948
797,-0.301,11.9331,0.12446,8.293,9.04,9.517,9.783,10.212,10.515,10.984,11.933,12.992,13.611,14.052,14.741,15.212,16.155,17.959
798,-0.3011,11.9399,0.12447,8.297,9.045,9.523,9.789,10.217,10.52,10.99,11.94,13,13.619,14.06,14.749,15.221,16.165,17.97
799,-0.3012,11.9467,0.12448,8.302,9.05,9.528,9.794,10.223,10.526,10.996,11.947,13.007,13.627,14.069,14.758,15.23,16.175,17.981
800,-0.3013,11.9535,0.12449,8.306,9.055,9.533,9.799,10.229,10.532,11.002,11.954,13.015,13.635,14.077,14.767,15.239,16.184,17.992
801,-0.3014,11.9603,0.1245,8.311,9.06,9.538,9.805,10.234,10.538,11.008,11.96,13.022,13.643,14.085,14.775,15.248,16.194,18.003
802,-0.3015,11.9671,0.12451,8.316,9.065,9.544,9.81,10.24,10.544,11.015,11.967,13.03,13.651,14.093,14.784,15.257,16.204,18.014
803,-0.3016,11.9739,0.12452,8.32,9.07,9.549,9.816,10.246,10.55,11.021,11.974,13.037,13.659,14.101,14.793,15.266,16.214,18.025
804,-0.3017,11.9808,0.12453,8.325,9.075,9.554,9.821,10.252,10.556,11.027,11.981,13.045,13.667,14.11,14.802,15.275,16.223,18.036
805,-0.3018,11.9876,0.12454,8.329,9.08,9.56,9.827,10.257,10.562,11.033,11.988,13.052,13.674,14.118,14.81,15.284,16.233,18.047
806,-0.3019,11.9944,0.12455,8.334,9.085,9.565,9.832,10.263,10.568,11.04,11.994,13.06,13.682,14.126,14.819,15.293,16.243,18.058
807,-0.3019,12.0011,0.12456,8.338,9.09,9.57,9.838,10.269,10.574,11.046,12.001,13.067,13.69,14.134,14.828,15.302,16.252,18.069
808,-0.302,12.0079,0.12457,8.343,9.095,9.575,9.843,10.274,10.579,11.052,12.008,13.075,13.698,14.142,14.836,15.311,16.262,18.08
809,-0.3021,12.0147,0.12458,8.347,9.1,9.581,9.848,10.28,10.585,11.058,12.015,13.082,13.706,14.151,14.845,15.32,16.272,18.091
810,-0.3022,12.0215,0.12459,8.352,9.105,9.586,9.854,10.286,10.591,11.064,12.022,13.09,13.714,14.159,14.854,15.329,16.281,18.102
811,-0.3023,12.0283,0.1246,8.356,9.11,9.591,9.859,10.291,10.597,11.07,12.028,13.097,13.722,14.167,14.862,15.338,16.291,18.113
812,-0.3024,12.0351,0.12461,8.361,9.115,9.596,9.865,10.297,10.603,11.077,12.035,13.105,13.73,14.175,14.871,15.347,16.301,18.124
813,-0.3025,12.0419,0.12462,8.365,9.12,9.602,9.87,10.303,10.609,11.083,12.042,13.112,13.738,14.184,14.88,15.356,16.311,18.135
814,-0.3026,12.0487,0.12463,8.37,9.125,9.607,9.876,10.309,10.615,11.089,12.049,13.12,13.746,14.192,14.888,15.365,16.32,18.146
815,-0.3027,12.0554,0.12465,8.374,9.13,9.612,9.881,10.314,10.62,11.095,12.055,13.127,13.754,14.2,14.897,15.374,16.33,18.157
816,-0.3027,12.0622,0.12466,8.379,9.135,9.617,9.886,10.32,10.626,11.101,12.062,13.135,13.761,14.208,14.906,15.383,16.34,18.168
817,-0.3028,12.069,0.12467,8.383,9.14,9.623,9.892,10.325,10.632,11.107,12.069,13.142,13.769,14.217,14.915,15.392,16.35,18.179
818,-0.3029,12.0758,0.12468,8.388,9.145,9.628,9.897,10.331,10.638,11.114,12.076,13.15,13.777,14.225,14.923,15.401,16.359,18.19
819,-0.303,12.0825,0.12469,8.392,9.15,9.633,9.902,10.337,10.644,11.12,12.083,13.157,13.785,14.233,14.932,15.41,16.369,18.201
820,-0.3031,12.0893,0.1247,8.397,9.155,9.638,9.908,10.342,10.65,11.126,12.089,13.164,13.793,14.241,14.941,15.419,16.379,18.212
821,-0.3032,12.0961,0.12471,8.401,9.16,9.644,9.913,10.348,10.656,11.132,12.096,13.172,13.801,14.249,14.949,15.428,16.388,18.223
822,-0.3033,12.1028,0.12472,8.406,9.165,9.649,9.919,10.354,10.662,11.138,12.103,13.179,13.809,14.257,14.958,15.437,16.398,18.234
823,-0.3033,12.1096,0.12473,8.41,9.17,9.654,9.924,10.36,10.667,11.144,12.11,13.187,13.817,14.266,14.967,15.446,16.407,18.245
824,-0.3034,12.1163,0.12474,8.415,9.175,9.659,9.929,10.365,10.673,11.15,12.116,13.194,13.824,14.274,14.975,15.455,16.417,18.256
825,-0.3035,12.1231,0.12475,8.419,9.18,9.665,9.935,10.371,10.679,11.157,12.123,13.202,13.832,14.282,14.984,15.464,16.427,18.267
826,-0.3036,12.1298,0.12476,8.424,9.184,9.67,9.94,10.376,10.685,11.163,12.13,13.209,13.84,14.29,14.992,15.473,16.436,18.278
827,-0.3037,12.1366,0.12477,8.428,9.189,9.675,9.946,10.382,10.691,11.169,12.137,13.217,13.848,14.298,15.001,15.482,16.446,18.289
828,-0.3038,12.1433,0.12479,8.433,9.194,9.68,9.951,10.388,10.697,11.175,12.143,13.224,13.856,14.307,15.01,15.491,16.456,18.301
829,-0.3039,12.15,0.1248,8.437,9.199,9.685,9.956,10.393,10.702,11.181,12.15,13.232,13.864,14.315,15.019,15.5,16.466,18.311
830,-0.3039,12.1568,0.12481,8.442,9.204,9.69,9.962,10.399,10.708,11.187,12.157,13.239,13.872,14.323,15.027,15.509,16.475,18.322
831,-0.304,12.1635,0.12482,8.446,9.209,9.696,9.967,10.405,10.714,11.193,12.164,13.246,13.88,14.331,15.036,15.518,16.485,18.333
832,-0.3041,12.1702,0.12483,8.451,9.214,9.701,9.972,10.41,10.72,11.199,12.17,13.254,13.887,14.339,15.044,15.527,16.494,18.344
833,-0.3042,12.177,0.12484,8.455,9.219,9.706,9.978,10.416,10.726,11.206,12.177,13.261,13.895,14.347,15.053,15.536,16.504,18.355
834,-0.3043,12.1837,0.12485,8.46,9.224,9.711,9.983,10.421,10.731,11.212,12.184,13.269,13.903,14.355,15.062,15.545,16.514,18.366
835,-0.3044,12.1904,0.12486,8.464,9.229,9.717,9.989,10.427,10.737,11.218,12.19,13.276,13.911,14.364,15.07,15.554,16.523,18.377
836,-0.3044,12.1971,0.12487,8.468,9.234,9.722,9.994,10.433,10.743,11.224,12.197,13.283,13.919,14.372,15.079,15.563,16.533,18.388
837,-0.3045,12.2039,0.12489,8.473,9.238,9.727,9.999,10.438,10.749,11.23,12.204,13.291,13.927,14.38,15.088,15.572,16.543,18.399
838,-0.3046,12.2106,0.1249,8.477,9.243,9.732,10.004,10.444,10.755,11.236,12.211,13.298,13.935,14.388,15.096,15.581,16.552,18.41
839,-0.3047,12.2173,0.12491,8.482,9.248,9.737,10.01,10.45,10.76,11.242,12.217,13.306,13.942,14.396,15.105,15.59,16.562,18.421
840,-0.3048,12.224,0.12492,8.486,9.253,9.742,10.015,10.455,10.766,11.248,12.224,13.313,13.95,14.404,15.114,15.599,16.572,18.432
841,-0.3048,12.2307,0.12493,8.491,9.258,9.748,10.021,10.461,10.772,11.254,12.231,13.321,13.958,14.412,15.122,15.608,16.581,18.443
842,-0.3049,12.2374,0.12494,8.495,9.263,9.753,10.026,10.466,10.778,11.26,12.237,13.328,13.966,14.421,15.131,15.616,16.591,18.454
843,-0.305,12.2441,0.12495,8.5,9.268,9.758,10.031,10.472,10.784,11.266,12.244,13.335,13.974,14.429,15.139,15.625,16.6,18.465
844,-0.3051,12.2508,0.12497,8.504,9.272,9.763,10.036,10.477,10.789,11.272,12.251,13.343,13.982,14.437,15.148,15.635,16.61,18.476
845,-0.3052,12.2575,0.12498,8.508,9.277,9.768,10.042,10.483,10.795,11.279,12.258,13.35,13.989,14.445,15.157,15.644,16.62,18.487
846,-0.3052,12.2642,0.12499,8.513,9.282,9.773,10.047,10.489,10.801,11.285,12.264,13.358,13.997,14.453,15.165,15.652,16.629,18.498
847,-0.3053,12.2709,0.125,8.517,9.287,9.778,10.052,10.494,10.807,11.291,12.271,13.365,14.005,14.461,15.174,15.661,16.639,18.509
848,-0.3054,12.2775,0.12501,8.522,9.292,9.784,10.058,10.5,10.812,11.297,12.278,13.372,14.013,14.469,15.182,15.67,16.648,18.52
849,-0.3055,12.2842,0.12503,8.526,9.297,9.789,10.063,10.505,10.818,11.303,12.284,13.38,14.021,14.478,15.191,15.679,16.658,18.531
850,-0.3056,12.2909,0.12504,8.53,9.302,9.794,10.068,10.511,10.824,11.309,12.291,13.387,14.028,14.486,15.2,15.688,16.668,18.542
